compatibility,compatibility_surface,normalized_command,sblr_route,refusal_policy,source_search_key,compatibility_isolation,downstream_phase,cross_node_distributed_query_marker
apache_ignite,apache_ignite.admin.control_script,cluster.admin.refuse_reference_shell_control,sblr.cluster.control.v3:cluster.admin.refuse_reference_shell_control,exact_pre_provider_refusal_no_provider_call,project/src/parsers/compatibility/apache_ignite/apache_ignite_dialect.cpp#kPatterns:apache_ignite.admin.control_script,own_compatibility_surface_only,FPR-P2,not_cluster_query
opensearch,builtin_function_surface:rest_dsl,cluster.job.start_controlled,sblr.cluster.control.v3:cluster.job.start_controlled,compile_flag_disabled_returns_functionality_unsupported;public_stub_enabled_returns_functionality_unlicensed;private_provider_required_for_execution,project/src/parsers/compatibility/opensearch_sql_ppl/opensearch_sql_ppl_dialect.cpp#kBuiltinSurfaces:rest_dsl,own_compatibility_surface_only,FPR-P2,not_cluster_query
opensearch,catalog_overlay_surface:stats,cluster.admin.inspect_status,sblr.cluster.report.v3:cluster.admin.inspect_status,compile_flag_disabled_returns_functionality_unsupported;public_stub_enabled_returns_functionality_unlicensed;private_provider_required_for_execution,project/src/parsers/compatibility/opensearch_sql_ppl/opensearch_sql_ppl_dialect.cpp#kCatalogSurfaces:stats,own_compatibility_surface_only,FPR-P2,not_cluster_query
postgresql,postgresql.replication.publication.create,cluster.replication.consume_cluster_event,sblr.replication.consumer.v3:cluster.replication.consume_cluster_event,compile_flag_disabled_returns_functionality_unsupported;public_stub_enabled_returns_functionality_unlicensed;private_provider_required_for_execution,project/src/parsers/compatibility/postgresql/postgresql_dialect.cpp#kPatterns:postgresql.replication.publication.create,own_compatibility_surface_only,FPR-P2,not_cluster_query
postgresql,postgresql.replication.subscription.create,cluster.replication.consume_cluster_event,sblr.replication.consumer.v3:cluster.replication.consume_cluster_event,compile_flag_disabled_returns_functionality_unsupported;public_stub_enabled_returns_functionality_unlicensed;private_provider_required_for_execution,project/src/parsers/compatibility/postgresql/postgresql_dialect.cpp#kPatterns:postgresql.replication.subscription.create,own_compatibility_surface_only,FPR-P2,not_cluster_query
postgresql,postgresql.replication.subscription.alter,cluster.replication.consume_cluster_event,sblr.replication.consumer.v3:cluster.replication.consume_cluster_event,compile_flag_disabled_returns_functionality_unsupported;public_stub_enabled_returns_functionality_unlicensed;private_provider_required_for_execution,project/src/parsers/compatibility/postgresql/postgresql_dialect.cpp#kPatterns:postgresql.replication.subscription.alter,own_compatibility_surface_only,FPR-P2,not_cluster_query
postgresql,postgresql.replication.subscription.drop,cluster.replication.consume_cluster_event,sblr.replication.consumer.v3:cluster.replication.consume_cluster_event,compile_flag_disabled_returns_functionality_unsupported;public_stub_enabled_returns_functionality_unlicensed;private_provider_required_for_execution,project/src/parsers/compatibility/postgresql/postgresql_dialect.cpp#kPatterns:postgresql.replication.subscription.drop,own_compatibility_surface_only,FPR-P2,not_cluster_query
postgresql,postgresql.maintenance.cluster,cluster.admin.run_maintenance,sblr.cluster.control.v3:cluster.admin.run_maintenance,compile_flag_disabled_returns_functionality_unsupported;public_stub_enabled_returns_functionality_unlicensed;private_provider_required_for_execution,project/src/parsers/compatibility/postgresql/postgresql_dialect.cpp#kPatterns:postgresql.maintenance.cluster,own_compatibility_surface_only,FPR-P2,not_cluster_query
postgresql,catalog_overlay_surface:replication,cluster.replication.consume_cluster_event,sblr.replication.consumer.v3:cluster.replication.consume_cluster_event,compile_flag_disabled_returns_functionality_unsupported;public_stub_enabled_returns_functionality_unlicensed;private_provider_required_for_execution,project/src/parsers/compatibility/postgresql/postgresql_dialect.cpp#kCatalogSurfaces:replication,own_compatibility_surface_only,FPR-P2,not_cluster_query
postgresql,diagnostic_surface:replication,cluster.metrics.snapshot,sblr.cluster.report.v3:cluster.metrics.snapshot,compile_flag_disabled_returns_functionality_unsupported;public_stub_enabled_returns_functionality_unlicensed;private_provider_required_for_execution,project/src/parsers/compatibility/postgresql/postgresql_dialect.cpp#kDiagnosticSurfaces:replication,own_compatibility_surface_only,FPR-P2,not_cluster_query
redis,redis.cluster.command,cluster.job.start_controlled,sblr.cluster.control.v3:cluster.job.start_controlled,compile_flag_disabled_returns_functionality_unsupported;public_stub_enabled_returns_functionality_unlicensed;private_provider_required_for_execution,project/src/parsers/compatibility/redis/redis_dialect.cpp#kPatterns:redis.cluster.command,own_compatibility_surface_only,FPR-P2,not_cluster_query
redis,redis.replication.replicaof,cluster.replication.consume_cluster_event,sblr.replication.consumer.v3:cluster.replication.consume_cluster_event,compile_flag_disabled_returns_functionality_unsupported;public_stub_enabled_returns_functionality_unlicensed;private_provider_required_for_execution,project/src/parsers/compatibility/redis/redis_dialect.cpp#kPatterns:redis.replication.replicaof,own_compatibility_surface_only,FPR-P2,not_cluster_query
redis,redis.replication.slaveof,cluster.replication.consume_cluster_event,sblr.replication.consumer.v3:cluster.replication.consume_cluster_event,compile_flag_disabled_returns_functionality_unsupported;public_stub_enabled_returns_functionality_unlicensed;private_provider_required_for_execution,project/src/parsers/compatibility/redis/redis_dialect.cpp#kPatterns:redis.replication.slaveof,own_compatibility_surface_only,FPR-P2,not_cluster_query
redis,catalog_overlay_surface:cluster,cluster.job.start_controlled,sblr.cluster.control.v3:cluster.job.start_controlled,compile_flag_disabled_returns_functionality_unsupported;public_stub_enabled_returns_functionality_unlicensed;private_provider_required_for_execution,project/src/parsers/compatibility/redis/redis_dialect.cpp#kCatalogSurfaces:cluster,own_compatibility_surface_only,FPR-P2,not_cluster_query
tidb,tidb.placement.split_table,cluster.security.validate_policy_version,required_new:sblr.cluster.security.v1:cluster.security.validate_policy_version,compile_flag_disabled_returns_functionality_unsupported;public_stub_enabled_returns_functionality_unlicensed;private_provider_required_for_execution,project/src/parsers/compatibility/tidb/tidb_dialect.cpp#kPatterns:tidb.placement.split_table,own_compatibility_surface_only,FPR-P2,not_cluster_query
tidb,tidb.placement.policy.create,cluster.security.validate_policy_version,required_new:sblr.cluster.security.v1:cluster.security.validate_policy_version,compile_flag_disabled_returns_functionality_unsupported;public_stub_enabled_returns_functionality_unlicensed;private_provider_required_for_execution,project/src/parsers/compatibility/tidb/tidb_dialect.cpp#kPatterns:tidb.placement.policy.create,own_compatibility_surface_only,FPR-P2,not_cluster_query
tidb,tidb.placement.policy.alter,cluster.security.validate_policy_version,required_new:sblr.cluster.security.v1:cluster.security.validate_policy_version,compile_flag_disabled_returns_functionality_unsupported;public_stub_enabled_returns_functionality_unlicensed;private_provider_required_for_execution,project/src/parsers/compatibility/tidb/tidb_dialect.cpp#kPatterns:tidb.placement.policy.alter,own_compatibility_surface_only,FPR-P2,not_cluster_query
tidb,tidb.placement.policy.drop,cluster.security.validate_policy_version,required_new:sblr.cluster.security.v1:cluster.security.validate_policy_version,compile_flag_disabled_returns_functionality_unsupported;public_stub_enabled_returns_functionality_unlicensed;private_provider_required_for_execution,project/src/parsers/compatibility/tidb/tidb_dialect.cpp#kPatterns:tidb.placement.policy.drop,own_compatibility_surface_only,FPR-P2,not_cluster_query
tidb,catalog_overlay_surface:cluster_info,cluster.job.start_controlled,sblr.cluster.control.v3:cluster.job.start_controlled,compile_flag_disabled_returns_functionality_unsupported;public_stub_enabled_returns_functionality_unlicensed;private_provider_required_for_execution,project/src/parsers/compatibility/tidb/tidb_dialect.cpp#kCatalogSurfaces:cluster_info,own_compatibility_surface_only,FPR-P2,not_cluster_query
tikv,tikv.admin.split_region,cluster.placement.place_object,sblr.cluster.control.v3:cluster.placement.place_object,compile_flag_disabled_returns_functionality_unsupported;public_stub_enabled_returns_functionality_unlicensed;private_provider_required_for_execution,project/src/parsers/compatibility/tikv/tikv_dialect.cpp#kPatterns:tikv.admin.split_region,own_compatibility_surface_only,FPR-P2,not_cluster_query
tikv,tikv.admin.merge_region,cluster.reconcile.apply_merge_policy,required_new:sblr.cluster.reconciliation.v1:cluster.reconcile.apply_merge_policy,compile_flag_disabled_returns_functionality_unsupported;public_stub_enabled_returns_functionality_unlicensed;private_provider_required_for_execution,project/src/parsers/compatibility/tikv/tikv_dialect.cpp#kPatterns:tikv.admin.merge_region,own_compatibility_surface_only,FPR-P2,not_cluster_query
tikv,tikv.admin.transfer_leader,cluster.node.set_role,sblr.cluster.control.v3:cluster.node.set_role,compile_flag_disabled_returns_functionality_unsupported;public_stub_enabled_returns_functionality_unlicensed;private_provider_required_for_execution,project/src/parsers/compatibility/tikv/tikv_dialect.cpp#kPatterns:tikv.admin.transfer_leader,own_compatibility_surface_only,FPR-P2,not_cluster_query
tikv,tikv.admin.change_peer,cluster.job.start_controlled,sblr.cluster.control.v3:cluster.job.start_controlled,compile_flag_disabled_returns_functionality_unsupported;public_stub_enabled_returns_functionality_unlicensed;private_provider_required_for_execution,project/src/parsers/compatibility/tikv/tikv_dialect.cpp#kPatterns:tikv.admin.change_peer,own_compatibility_surface_only,FPR-P2,not_cluster_query
tikv,tikv.admin.pd_request,cluster.job.start_controlled,sblr.cluster.control.v3:cluster.job.start_controlled,compile_flag_disabled_returns_functionality_unsupported;public_stub_enabled_returns_functionality_unlicensed;private_provider_required_for_execution,project/src/parsers/compatibility/tikv/tikv_dialect.cpp#kPatterns:tikv.admin.pd_request,own_compatibility_surface_only,FPR-P2,not_cluster_query
tikv,builtin_function_surface:cluster,cluster.job.start_controlled,sblr.cluster.control.v3:cluster.job.start_controlled,compile_flag_disabled_returns_functionality_unsupported;public_stub_enabled_returns_functionality_unlicensed;private_provider_required_for_execution,project/src/parsers/compatibility/tikv/tikv_dialect.cpp#kBuiltinSurfaces:cluster,own_compatibility_surface_only,FPR-P2,not_cluster_query
vitess,vitess.topology.reparent,cluster.job.start_controlled,sblr.cluster.control.v3:cluster.job.start_controlled,compile_flag_disabled_returns_functionality_unsupported;public_stub_enabled_returns_functionality_unlicensed;private_provider_required_for_execution,project/src/parsers/compatibility/vitess/vitess_dialect.cpp#kPatterns:vitess.topology.reparent,own_compatibility_surface_only,FPR-P2,not_cluster_query
vitess,vitess.topology.command,cluster.job.start_controlled,sblr.cluster.control.v3:cluster.job.start_controlled,compile_flag_disabled_returns_functionality_unsupported;public_stub_enabled_returns_functionality_unlicensed;private_provider_required_for_execution,project/src/parsers/compatibility/vitess/vitess_dialect.cpp#kPatterns:vitess.topology.command,own_compatibility_surface_only,FPR-P2,not_cluster_query
vitess,vitess.vreplication.move_tables,cluster.replication.consume_cluster_event,sblr.replication.consumer.v3:cluster.replication.consume_cluster_event,compile_flag_disabled_returns_functionality_unsupported;public_stub_enabled_returns_functionality_unlicensed;private_provider_required_for_execution,project/src/parsers/compatibility/vitess/vitess_dialect.cpp#kPatterns:vitess.vreplication.move_tables,own_compatibility_surface_only,FPR-P2,not_cluster_query
vitess,vitess.vreplication.reshard,cluster.replication.consume_cluster_event,sblr.replication.consumer.v3:cluster.replication.consume_cluster_event,compile_flag_disabled_returns_functionality_unsupported;public_stub_enabled_returns_functionality_unlicensed;private_provider_required_for_execution,project/src/parsers/compatibility/vitess/vitess_dialect.cpp#kPatterns:vitess.vreplication.reshard,own_compatibility_surface_only,FPR-P2,not_cluster_query
vitess,vitess.vreplication.vdiff,cluster.replication.consume_cluster_event,sblr.replication.consumer.v3:cluster.replication.consume_cluster_event,compile_flag_disabled_returns_functionality_unsupported;public_stub_enabled_returns_functionality_unlicensed;private_provider_required_for_execution,project/src/parsers/compatibility/vitess/vitess_dialect.cpp#kPatterns:vitess.vreplication.vdiff,own_compatibility_surface_only,FPR-P2,not_cluster_query
vitess,catalog_overlay_surface:vreplication,cluster.replication.consume_cluster_event,sblr.replication.consumer.v3:cluster.replication.consume_cluster_event,compile_flag_disabled_returns_functionality_unsupported;public_stub_enabled_returns_functionality_unlicensed;private_provider_required_for_execution,project/src/parsers/compatibility/vitess/vitess_dialect.cpp#kCatalogSurfaces:vreplication,own_compatibility_surface_only,FPR-P2,not_cluster_query
vitess,diagnostic_surface:topology,cluster.metrics.snapshot,sblr.cluster.report.v3:cluster.metrics.snapshot,compile_flag_disabled_returns_functionality_unsupported;public_stub_enabled_returns_functionality_unlicensed;private_provider_required_for_execution,project/src/parsers/compatibility/vitess/vitess_dialect.cpp#kDiagnosticSurfaces:topology,own_compatibility_surface_only,FPR-P2,not_cluster_query
vitess,diagnostic_surface:vreplication,cluster.metrics.snapshot,sblr.cluster.report.v3:cluster.metrics.snapshot,compile_flag_disabled_returns_functionality_unsupported;public_stub_enabled_returns_functionality_unlicensed;private_provider_required_for_execution,project/src/parsers/compatibility/vitess/vitess_dialect.cpp#kDiagnosticSurfaces:vreplication,own_compatibility_surface_only,FPR-P2,not_cluster_query
xtdb,xtdb.cluster.control,cluster.job.start_controlled,sblr.cluster.control.v3:cluster.job.start_controlled,compile_flag_disabled_returns_functionality_unsupported;public_stub_enabled_returns_functionality_unlicensed;private_provider_required_for_execution,project/src/parsers/compatibility/xtdb/xtdb_dialect.cpp#kPatterns:xtdb.cluster.control,own_compatibility_surface_only,FPR-P2,not_cluster_query
xtdb,xtdb.node.control,cluster.node.admit_member,sblr.cluster.control.v3:cluster.node.admit_member,compile_flag_disabled_returns_functionality_unsupported;public_stub_enabled_returns_functionality_unlicensed;private_provider_required_for_execution,project/src/parsers/compatibility/xtdb/xtdb_dialect.cpp#kPatterns:xtdb.node.control,own_compatibility_surface_only,FPR-P2,not_cluster_query
